date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_mlp_8,yt_pred_stacked_mlp,yt_pred_time_trend_3_fourier
1965-01-01,3485.083333333333,3843.587890269242,4130.095285426362,3987,3703.20115256024,3613.491023627782,4066.4555374907545
1965-02-01,3467.4517543859643,3835.7783601874617,4134.237464915924,4155,3725.436017216542,3640.103878657565,4198.156822828116
1965-03-01,3604.135964912281,3982.2846174444862,4293.018453217991,4054,4143.036879109928,4024.208115894771,4249.374607574033
1965-04-01,3712.188596491227,4100.159294898609,4423.490881911508,4485,4231.581876654224,4089.5506703743063,4413.077489737736
1965-05-01,3775.083333333333,4172.876076875922,4509.128435207008,4558,4396.050911498625,4240.221647027616,4573.689162375495
1965-06-01,3929.55701754386,4337.171804525493,4686.667955209748,4462,4488.51601403337,4281.381917532498,4562.60961829123
1965-07-01,4319.767543859649,4737.204371576075,5100.2673366565705,4594,4743.348048292252,4481.513252282018,5252.88617982844
1965-08-01,5424.557017543859,5851.8158799423,6228.768684810638,6481,5058.293716551852,4778.684273490579,6065.243779797616
1965-09-01,4674.767543859649,5111.848452853348,5503.014104935104,6345,5309.064625131422,5050.542413196852,5635.3282989438885
1965-10-01,4205.714912280701,4652.617864850725,5058.319386503654,5142,5125.528767615356,4857.925110834974,4968.81084686855
1965-11-01,4026.188596491228,4482.9135895571735,4903.4740032005,4824,4690.961191824304,4431.77196187052,4927.259601852173
1965-12-01,3787.6622807017543,4254.209313620453,4689.951639236166,4573,4420.5499587914455,4206.089709741724,4713.756383964521
1966-01-01,3610.875877192982,4087.736051080224,4567.052612848808,4158,4244.418913978326,4089.32985772056,4502.20444082565
1966-02-01,3593.244298245613,4080.908725288497,4576.08553062816,4140,4071.904471084594,3902.2440398219983,4638.773374634824
1966-03-01,3729.9285087719295,4228.397186835574,4739.789559153897,4251,4137.355734254575,3948.141671367819,4694.890918840514
1966-04-01,3837.981140350877,4347.2540685797485,4875.217330004972,4734,4478.250306770517,4280.353412600478,4863.525671451964
1966-05-01,3900.875877192982,4420.953054847114,4965.8425273919065,4858,4673.537972806118,4460.1730042494,5029.101325525435
1966-06-01,4055.3495614035087,4586.230986786738,5148.401993419964,4798,4710.054854738728,4451.897875796189,5023.017873864845
1966-07-01,4445.560087719298,4987.245758127372,5567.053622825987,5080,4959.920933877018,4630.997576738005,5718.322638813701
1966-08-01,5550.349561403508,6102.83947078365,6700.639520873137,6905,5341.994597546805,5000.383181644891,6535.74055318249
1966-09-01,4800.560087719297,5363.854247984751,5980.00179282457,5504,5454.659626901842,5146.0802019829225,6110.917497716338
1966-10-01,4331.507456140351,4905.60586427218,5540.4562281539675,5457,5122.699352745911,4798.048667516635,5449.524582016544
1966-11-01,4151.9811403508775,4736.883793268681,5390.7923005455405,5198,4948.512770941043,4677.478469913072,5413.129984363677
1966-12-01,3913.454824561403,4509.161721622013,5182.483694209821,4890,4729.919052628776,4495.8350006125675,5204.815524827505
